mid,title,introduction,rating,releasedate,url
204,蚁人与黄蜂女：量子狂潮 Ant-Man and the Wasp: Quantumania,在与灭霸的终极决战结束后，“蚁人”斯科特·朗（保罗·路德 Paul Rudd 饰）和“黄蜂女”霍普·凡·戴恩（伊万杰琳·莉莉 Evangeline Lilly 饰）一家迎来了分外难得的平静生活，当然两个人作为救世主也得到周遭人的喜爱和敬仰。可是短暂的安逸之后，新的危机突然袭来。斯科特的女儿凯茜（凯瑟琳·纽 顿 Kathryn Newton 饰）一次失误操作，将父母以及外公外婆重新带回量子世界。在那个光怪陆离的世界里，珍妮特（米歇尔·菲佛 Michelle Pfeiffer）与老友重逢，斯科特等也结识新的朋友。与此同时，他们发现曾在量子世界得到珍妮特帮助的征服者康（乔纳森·梅杰斯 Jonathan Majors 饰）已经建立起一个强大的帝国。而这个号称宇宙最强存在的反派，正意图逃离这个禁缚他许久的量子世界……,5.8,2023-02-17(美国/中国大陆),https://movie.douban.com/subject/34610636/
205,疫起,草草结束工作，只想赶回家休息的医院胸腔科主治医师夏正（王柏杰 饰），在离开医院后，却因为一位车祸重伤的急诊病患而被紧急召回。夏正的病患，同时也是八卦媒体记者的金有中（薛仕凌 饰），因收到风声听闻有不知名病毒在各大医院爆发，为了挖掘独家，积极的想找出感染源头，而千方百计住院；另一方面，男护理师安泰河（曾敬骅 饰）与实习医生李心妍（项婕如 饰）为彼此相爱的热血医护人员，对自己的工作十分有热忱，在医院一待就是好几天。他们，在病毒爆发时，不但遇上了无预警的封院，也面临了被吞噬的人心。在大家都有可能染疫的情况下，医生、记者、医护人员究竟该自保还是救人？并在这个逐渐分崩离析的医院、制度与人心中存活下去？,7.2,2023-04-14(中国台湾),https://movie.douban.com/subject/35211920/
206,请别相信她,“江湖女骗子”白娜（章若楠 饰）与“小镇憨憨男”方耀东（吴昱翰 饰）在船上不打不相识，谁料冤家路窄白娜阴差阳错竟被当成方耀东媳妇，受到方家人的热情款待。而方耀东为了戳穿白娜谎言、赢回家人信任，与白娜斗智斗勇惹出笑料不断，家庭保卫战一触即发，“女骗子”与“男憨憨”高手过招会如何相爱相杀？,5.2,2023-05-20(中国大陆),https://movie.douban.com/subject/35295017/
207,果尔达 Golda,海伦·米伦饰演以色列历史上迄今为止唯一一位女总理果尔达·梅厄，故事围绕其在赎罪日战争期间面临的严峻而高风险的决定展开。,7.3,2023-02-20(柏林电影节),https://movie.douban.com/subject/35525524/
208,勇敢的市民 용감한 시민,这是一部女性英雄题材电影，讲述了合气道高手小市民7年后脱胎换骨变成合约制教师，她梦想成为真正的教师，教育不良学生的女性英雄故事,6.6,2023-10-25(韩国),https://movie.douban.com/subject/35605944/
209,人生路不熟,车队大佬周东海（乔杉 饰）和老婆霍梅梅（马丽 饰）阴差阳错地与女儿周微雨（张婧仪 饰）及女儿的男朋友万一帆（范丞丞 饰）同行自驾，踏上人生路不熟的探亲之旅，周东海决定借此机会给准女婿来一场全方位无死角的考察，万一帆也用生命演绎了什么叫做教科书级翻车。一路上先后遭遇周东海死对头“添堵专业户”贾主任（田雨 饰）的房车事故、微雨“青梅竹马”光子（常远 饰）的“野鸡”山庄醉酒闹剧、捉拿公路贼团“油耗子”的围堵大战，鸡飞狗跳的探亲之旅窘态百出，爆笑不断！,5.8,2023-04-28(中国大陆),https://movie.douban.com/subject/35653205/
210,人道主义吸血鬼在寻找自杀自愿者 Vampire humaniste cherche suicidaire consentant,萨沙从小就面临一个严重的问题：她是一个吸血鬼，但却没有办法对人类下手。她的家人一直在想办法让她接受自己的天性，这期间她一直靠服用血浆生存。一天，她遇到了一个想要自杀的青年保罗。保罗长期遭受身边人的欺负和指责，对这个世界感到绝望，并决定完成最后的愿望后将自己的生命献给萨沙，帮助她找回天性。,6.6,2023-09-03(威尼斯电影节),https://movie.douban.com/subject/36493712/
211,吹响悠风号 合奏比赛篇 特別編 響け！ユーフォニアム アンサンブルコンテスト,特别篇 《吹响！上低音号～合奏比赛～》是《吹响！上低音号》系列时隔4年的续篇。预告片中描绘了久美子就任部长后迎来的第一个大工作，为参加合奏大赛而进行的校内选拔，并可以听到TRUE演唱的主题曲《合奏》的一部分。,8.8,2023-08-04(日本),https://movie.douban.com/subject/35923540/
212,青春期猪头少年不会梦到娇怜外出妹 青春ブタ野郎はおでかけシスターの夢を見ない,改编自鸭志田一轻小说《青春猪头少年》系列第八卷《青春猪头少年不会梦到娇怜外出妹》。在祈求初恋对象翔子获得幸福未来的十二月过后，不知不觉间咲太也迎来了高中二年级第三学期的到来，能和麻衣在峰原高中共度的校园生活已所剩不多。这时候，咲太那长年热爱看家的妹妹花枫说出没对任何人透露过的秘密：想读哥哥上的高中。这对花枫来说是一大决心，咲太明知这是极为困难的选择，还是温柔地支持着花枫……,7.4,2023-06-23(日本),https://movie.douban.com/subject/36107720/
213,罪犯们 Los Delincuentes,莫兰和罗曼是两名银行职员，他们在人生的某个阶段对自己的日常工作产生了质疑。他们中的一个找到了解决办法，那就是犯罪。不知何故，他成功了，并将自己的命运托付给了他的搭档。这个决定将使他们的生活发生巨大的变化，以寻求更好的生活。,7.3,2023-05-18(戛纳电影节),https://movie.douban.com/subject/35899010/
214,极寒之城,"1944年，枪手顾念受挚友方平之临终委托，来到滨城送交遗物，顾念来到滨城后得知，方家几年前就惨遭灭门。顾念决定留在滨城暗中调查杀害方家的幕后真凶。此后的一年，顾念冒名“方平”开始逐一暗杀所怀疑的各派恶人。时间来到了1945年抗战胜利，伪满洲国暂由苏军接管。为掩饰身份,顾念便受雇于货场码头老板仲震，在其手下谋了个枪客的差事。此时的仲震在滨城的黑白两道如日中天，顾念也为接下来的复仇行动找到了最好的隐蔽所。蛰伏在郊外裁缝铺里的枪手老焦，嫉恶如仇，滨城的暗黑势力一直是他暗杀的目标。提及老焦滨城的各帮派均闻之色变。1944年的冬夜，顾念受仲震之命追踪到老焦的藏身之所，欲取其性命交差。然而，在二人一番交锋后，关于方家遭灭门事件的蛛丝马迹开始逐渐清晰。影片揭示了人性的不同层面，在这个物欲横流的旧时代每个人都有两幅面孔。一个关于信守承诺，舍身成仁的史诗传奇故事也就此...",6.4,2023-06-10(中国大陆),https://movie.douban.com/subject/30450557/
215,女僚机 Voleuses,《女盗三人行》是梅拉尼·罗兰的最新电影，主演阵容包括阿黛尔·艾克萨勒霍布洛斯、梅拉尼·罗兰、玛农·布雷施、菲烈·卡特林、费利克斯·莫阿蒂，以及饰演玛雷纳的伊莎贝尔·阿佳妮。,6.9,2023-11-01(法国网络),https://movie.douban.com/subject/36056072/
216,粽邪3：鬼门开 粽邪3：鬼門開,讲述冠宇（张庭瑚 饰）因与父亲武雄（李兴文 饰）不合，为了赚钱早日搬离家，与好友龟仔（李明仓 饰）一起到旅社打工，不料打扫的房间竟有人自缢身亡，房内充斥不祥的泰国符号，而旅社老板娘（吴奕蓉 饰）更是举止诡异，整间旅社弥漫着死亡的气息，向冠宇席卷而来。,5.6,2023-08-25(中国台湾),https://movie.douban.com/subject/36118052/
217,绝地追击,影片根据真实案件改编，首度揭秘边境最大势力的武装毒贩，九十年代末我国西南边境，“8077”边防武警特战队在一次剿毒任务中，先后遭遇山洪灾难和毒贩的算计，死伤惨重。为了牺牲的兄弟，“8077”幸存战士誓死展开绝地追击。,6.4,2023-08-25(中国大陆),https://movie.douban.com/subject/35192609/
218,全家变身大作战 Family Switch,杰丝和比尔·沃克尽最大努力让家庭成员保持联系，因为他们的孩子渐渐长大，越来越独立，彼此之间也越来越疏远。偶然遇到一个占星术占卜者之后，全家人在生命中最重要的一天清晨醒来时，发现彼此的身体已经互换。沃克一家能团结起来升职、通过大学面试、搞定唱片合约和足球选拔吗？这部家庭喜剧由约瑟夫·麦克金提·尼彻执导，改编自埃米·克劳塞-罗森塔尔所著书籍《Bedtime For Mommy》，詹妮弗·加纳、艾德·赫尔姆斯、艾玛·迈尔斯和布雷迪·诺恩担任主演。,6.2,2023-11-30(美国网络),https://movie.douban.com/subject/36360676/
219,再见，我的灵魂伴侣 소울메이트,1988年生的两位女生微笑和河恩一起度过了幼年时期，在成长为大人的过程中经历了颇为曲折的关系。两人平静的世界在10多岁的时候，随着河恩和同班同学振宇开始初恋，出现了细微的裂痕。自由奔放的微笑去城市追求冒险的生活，河恩则留在故乡过安定的生活，两个人就这样渐行渐远……,7.3,2023-03-15(韩国),https://movie.douban.com/subject/34670297/
220,绿色边境 Zielona granica,波蘭與白俄羅斯交界上的這片蓊鬱森林，大批中東與非洲難民湧入，敘利亞難民一家也在其中。他們以為只要步行通過邊界，進入歐洲，安全的日子就會到來。殊不知波蘭政府放任邊境警察用暴力驅趕難民，白俄軍方會再將他們逐回原地。成為白俄羅斯擾亂歐盟的人肉子彈，又被波蘭政府視為洪水猛獸，全家老小困在林中進退不得、飢寒交迫，陷入無間往復的煉獄。波蘭名導阿格涅斯卡霍蘭年逾七十，火力與行動力絲毫未減，把2021年真實事件搬上大銀幕。除了以匿名警衛證詞為本，更用史詩級篇幅，從邊境警察、救援人士、鄰近居民等不同視角，堆疊出的殘酷真相，凝成一記人心重擊。直指當局利用民眾仇外心理，罔顧難民人權，甚至加入最新國際事件比對，觀點犀利、力道強大，引來波蘭警政激烈反彈。影片於威尼斯影展首映後，不僅好評橫掃國際，更獲頒評審團特別獎。,7.5,2023-09-05(威尼斯电影节),https://movie.douban.com/subject/36217949/
221,美少女战士Cosmos 剧场版 前篇 劇場版 美少女戦士セーラームーンCosmos 前編,劇場版「美少女戦士セーラームーンCosmos」2023年初夏 2部作連続公開！セーラー戦士、最後の戦いがはじまる―。STAFF原作・総監修：武内直子 監督：髙橋知也 脚本：筆安一幸キャラクターデザイン：只野和子 音楽：高梨康治 美術監督：空閑由美子（スタジオじゃっく）アニメーション制作：東映アニメーション、スタジオディーンC A S T三石琴乃、金元寿子、佐藤利奈、小清水亜美、伊藤 静、福圓美里、皆川純子、大原さやか、前田 愛、藤井ゆきよ、野島健児 ほか,7.8,2023-06-09(日本),https://movie.douban.com/subject/35883383/
222,借口公司2 Alibi.com 2,因为种种原因经营不善的借口公司倒闭了，在公司倒闭后，格雷格的生活一直很平静。他按部就班的过着正常人的生活，与女友感情也十分稳定。但这样的日子随着格雷格决定向女友弗洛求婚而改变了。因为格雷格不得不把女友介绍给他奸诈的父亲和前演员母亲。因为担心自己的父母会搅黄自己的姻缘，别无选择，格雷格开始实施一个大胆的计划。他重新经营了自己的借口公司并招募了演员来扮演自己的父母企图骗过女友。起初事情很顺利，女友也认为格雷格的家庭十分妥帖，然而随着接触时间越来越长，假的父母终究还是露出了不少马脚，这中间发生了一系列啼笑皆非的事情。最终，真相败露，格雷格将自己的担心告知女友，用真心打动了女友重回于好，也鼓起勇气带女友见了自己的父母，成就了姻缘。,7.2,2023-02-08(法国),https://movie.douban.com/subject/36125249/
223,银河铁道之父 銀河鉄道の父,本传记片由成岛出执导，详细讲述了日本最受欢迎的儿童作家之一、传奇诗人和小说家宫泽贤治的一生。作为明治时代富有当铺商人的长子，宫泽贤治在成长过程中一直被期待有一天能继承家族企业。然而，自由奔放的宫泽贤治决心走自己的人生道路，独自从事农业研究、合成宝石和其他古怪的事业。,7.1,2023-05-05(日本),https://movie.douban.com/subject/35891499/
